Inconsistent Movie Records: 
The following [40] records are dropped because of violating constraints in the database
Star Details - ID:WiW30, Title:Buena Vista Social Club, Year:19yy, Director:Wenders.
Star Details - ID:YMZ22, Title:Raise the Red Lantern, Year:1992, Director:YM.Zhang.
Star Details - ID:JD10, Title:Night and the City, Year:1950, Director:Dassin.
Star Details - ID:BE18, Title:Wild Rovers, Year:1971, Director:B.Edwards.
Star Details - ID:JTg7, Title:Mr.~Moto's Gamble, Year:1938, Director:Tinling.
Star Details - ID:DuN1, Title:Sister Kenney, Year:1946, Director:D.Nichols.
Star Details - ID:CBw45, Title:Intruder in the Dust, Year:1949, Director:Cl.Brown.
Star Details - ID:BsK3, Title:The Scarecrow, Year:1920, Director:B.Keaton.
Star Details - ID:EdS75, Title:Speak Easily, Year:1932, Director:Sedgwick.
Star Details - ID:Z3411, Title:The Day After Trinity, Year:1981, Director:Unknown34.
Star Details - ID:CFd10, Title:Freedom on My Mind, Year:1994, Director:C.Field.
Star Details - ID:MkD35, Title:Gordeyev's Family, Year:1959, Director:Donskoi.
Star Details - ID:JNe25, Title:In the Heat of Royal Love, Year:1991, Director:Nemec.
Star Details - ID:BeG10, Title:Mahogany, Year:1976, Director:Gordy.
Star Details - ID:JMn2, Title:Cop Land, Year:1997, Director:Mangold.
Star Details - ID:SHo6, Title:Monsieur Lecoq, Year:1968, Director:S.Holt.
Star Details - ID:RWB82, Title:Mission: Monte Carlo, Year:1985, Director:R.W.Baker.
Star Details - ID:FZ6, Title:Die Gezeichneten, Year:1947, Director:Zinneman.
Star Details - ID:StD24, Title:Deep in My Heart, Year:1954, Director:Donen.
Star Details - ID:CBw41, Title:The White Cliffs of Dover, Year:1944, Director:Cl.Brown.
Star Details - ID:RWB65, Title:Scars of Dracula, Year:1971, Director:R.W.Baker.
Star Details - ID:JnL15, Title:Greedy, Year:1994, Director:Lynn.
Star Details - ID:HH36, Title:Rio Bravo, Year:1958, Director:Hawks.
Star Details - ID:LD3, Title:Le Chemin d'Enroa, Year:1921, Director:Delluc.
Star Details - ID:NKp40, Title:Plaisir D'Amour, Year:1991, Director:N.Kaplan.
Star Details - ID:IFa34, Title:Hondo, Year:1954, Director:Farrow.
Star Details - ID:JW4, Title:The Old Dark House, Year:1932, Director:Whale.
Star Details - ID:WlD55, Title:Peking Express, Year:1951, Director:Dieterle.
Star Details - ID:LHz20, Title:Maiorita Absoluta, Year:1984, Director:Hirszman.
Star Details - ID:ELu49, Title:Caribbean, Year:1952, Director:Ludwig.
Star Details - ID:ChG2, Title:The Big Picture, Year:1989, Director:Ch.Guest.
Star Details - ID:OuS10, Title:Emitai, Year:1971, Director:Sembene.
Star Details - ID:SW32, Title:Command Decision, Year:1948, Director:S.Wood.
Star Details - ID:TCh1, Title:Up in Smoke, Year:1978, Director:Chong.
Star Details - ID:IIr21, Title:Hamburger Hill, Year:1987, Director:Irvin.
Star Details - ID:DBo10, Title:Trainspotting, Year:1996, Director:Boyle.
Star Details - ID:HHa47, Title:Prince Valiant, Year:1954, Director:Hathaway.
Star Details - ID:KWW8, Title:Chungking Express, Year:1996, Director:Wong.
Star Details - ID:ASf10, Title:I'll be Home for Christmas, Year:1998, Director:Sanford.
Star Details - ID:MM37, Title:The Insider, Year:1999, Director:M.Mann.
Star Details - ID:H69, Title:North by Northwest, Year:1959, Director:Hitchcock.
Star Details - ID:JCv4, Title:Walk like A Dragon, Year:1960, Director:Clavell.
Star Details - ID:DZu12, Title:The Naked Gun 2 1/2: The Smell of Fear, Year:1991, Director:Zucker.
Star Details - ID:PhL19, Title:Take a Giant Step, Year:1961, Director:Ph.Leacock.
Star Details - ID:KRz16, Title:Isadora, Year:1968, Director:Reisz.
Star Details - ID:AKo15, Title:The Inner Circle, Year:1992, Director:Konchalovsky.
Star Details - ID:GKe9, Title:The Cheyenne Social Club, Year:1970, Director:Gene~Kelly.
Star Details - ID:JfH10, Title:Thank You, Mask Man, Year:1968, Director:J.Hale.
Star Details - ID:RiF4, Title:So This is New York, Year:1952, Director:R.Fleischer.
Star Details - ID:ARt1, Title:For All Mankind, Year:1990, Director:Reinert.
Star Details - ID:PaP20, Title:Teorema, Year:1968, Director:Pasolini.
Star Details - ID:FrP10, Title:King of the Gypsies, Year:1978, Director:Pierson.
Star Details - ID:H39, Title:Lifeboat, Year:1943, Director:Hitchcock.
Star Details - ID:Z1556, Title:The She Devil, Year:1918, Director:Unknown15.
Star Details - ID:ACy20, Title:Eye for an Eye, Year:1956, Director:Cayatte.
Star Details - ID:BiA3, Title:Twist and Shout, Year:1990, Director:August.
Star Details - ID:JLT27, Title:Conquest of the Planet of the Apes, Year:1972, Director:LeeThompson.
Star Details - ID:APa24, Title:Come See the Paradise, Year:1990, Director:A.Parker.
Star Details - ID:CPc10, Title:The Little Prince Said, Year:1991, Director:C.Pascal.
Star Details - ID:GOw20, Title:Agent for H.A.R.M., Year:1966, Director:G.Oswald.
Star Details - ID:HeD108, Title:Father and Son, Year:1957, Director:Daugherty.
Star Details - ID:NT121, Title:The Fuzzy Pink Nightgown, Year:1957, Director:Taurog.
Star Details - ID:IWa7, Title:Pink Flamingos, Year:1972, Director:Waters.
Star Details - ID:IlM5, Title:Emanuelle, the Seductress, Year:1988, Director:Milonaka.
Star Details - ID:EdS65, Title:Parlor, Bedroom, and Bath, Year:1931, Director:Sedgwick.
Star Details - ID:BvL10, Title:De Versterking, Year:1998, Director:vanLieshout.
Star Details - ID:SFr60, Title:The Good Earth, Year:1937, Director:S.Franklin.
Star Details - ID:WBz25, Title:Dr.~Jekyll and the Women, Year:1981, Director:Borowczyck.
Star Details - ID:JqS10, Title:Joy et Joan, Year:1985, Director:Saurel.
Star Details - ID:MLR19, Title:Three Men on a Horse, Year:1936, Director:M.LeRoy.
Star Details - ID:MOp14, Title:The Exile, Year:1947, Director:Max~Ophuls.
Star Details - ID:ESP31, Title:A Good Little Devil, Year:1913, Director:E.S.Porter.
Star Details - ID:DWG02, Title:At the French Ball, Year:1908, Director:Griffith.
Star Details - ID:JN15, Title:Phone Call from a Stranger, Year:1952, Director:Negulesco.
Star Details - ID:GgA9, Title:Too Many Girls, Year:1940, Director:Abbott.
Star Details - ID:SaT12, Title:My Best Girl, Year:1927, Director:Sam~Taylor.
Star Details - ID:JNm30, Title:This Island Earth, Year:1955, Director:J.Newman.
Star Details - ID:NR11, Title:Rebel Without a Cause, Year:1955, Director:N.Ray.
Star Details - ID:EuF1, Title:Charlie Chan's Courage, Year:1933, Director:E.Forde.
Star Details - ID:RM9, Title:The Gay Desperado, Year:1936, Director:Mamoulian.
Star Details - ID:RiQ1, Title:Rainbow Round My Shoulder, Year:1951, Director:Quine.
Star Details - ID:Z54100, Title:The Fly II, Year:1988, Director:Unknown54.
Star Details - ID:DeD60, Title:Jubal, Year:1956, Director:Daves.
Star Details - ID:AoS10, Title:Knocks at my Door, Year:1993, Director:Saderman.
Star Details - ID:KBu24, Title:Huey Long, Year:1981, Director:Burns.
Star Details - ID:KRu16, Title:Crimes of Passion, Year:1984, Director:K.Russell.
Star Details - ID:DeD70, Title:The Hanging Tree, Year:1959, Director:Daves.
Star Details - ID:WAS77, Title:Sons of the Desert, Year:1933, Director:Seiter.
Star Details - ID:TiB14, Title:Ed Wood, Year:1994, Director:T.Burton.
Star Details - ID:DaA5, Title:Suspira, Year:1976, Director:Argento.
Star Details - ID:Z1548, Title:The Tiger Woman, Year:1917, Director:Unknown15.
Star Details - ID:H2, Title:Number Thirteen, Year:1922, Director:Hitchcock.
Star Details - ID:JTo5, Title:The Pick-up Artist, Year:1986, Director:Toback.
Star Details - ID:DeD80, Title:Youngblood Hawke, Year:1964, Director:Daves.
Star Details - ID:TYg12, Title:Too Hot to Handle, Year:1960, Director:T.Young.
Star Details - ID:POC20, Title:Zelda, Year:1993, Director:OConnor.
Star Details - ID:AkK12, Title:Ugetsu, Year:1951, Director:Kurosawa.
Star Details - ID:ALv101, Title:The Return of Verge Likens, Year:1964, Director:Laven.
Star Details - ID:StE10, Title:Welcome to Woop Woop, Year:1998, Director:S.Elliott.
Star Details - ID:CBw36, Title:The Rains Came, Year:1939, Director:Cl.Brown.
Star Details - ID:AbF14, Title:China Girl, Year:1983, Director:Ferrara.
Star Details - ID:C119, Title:Dodge City, Year:1939, Director:Curtiz.
Star Details - ID:AWj10, Title:Ashes and Diamonds, Year:1958, Director:Wajda.
Star Details - ID:RSt107, Title:Place of Shadows, Year:1956, Director:R.Stevens.
Star Details - ID:SHo2, Title:Taste of Fear, Year:1961, Director:S.Holt.
Star Details - ID:GTh58, Title:Carry On Behind, Year:1974, Director:G.Thomas.
Star Details - ID:HHH10, Title:Good Men, Good Women, Year:1995, Director:Hsiaahsien .
Star Details - ID:DMa20, Title:The Spanish Prisoner, Year:1998, Director:Mamet.
Star Details - ID:HJ14, Title:Babyfever, Year:1994, Director:Jaglom.
Star Details - ID:WlF10, Title:Search and Destroy, Year:1981, Director:Fruet.
Star Details - ID:DAz35, Title:Dance Girl Dance, Year:1940, Director:Arzner.
Star Details - ID:BLe21, Title:Wag the Dog, Year:1998, Director:B.Levinson.
Star Details - ID:ICs6, Title:Minnie and Moskowitz, Year:1971, Director:JCassavetes.
Star Details - ID:AMz1, Title:The China Lake Murders, Year:1990, Director:A.Metzger.
Star Details - ID:RAl80, Title:Popeye, Year:1980, Director:Altman.
Star Details - ID:JeY10, Title:The Naughty Nineties, Year:1945, Director:Yarborough.
Star Details - ID:AlP10, Title:Local Stigmatic, Year:1987, Director:Pacino.
Star Details - ID:RyB8, Title:Rasputin and the Empress, Year:1932, Director:Boleslawski.
Star Details - ID:WR31, Title:Honey, Year:1930, Director:Ruggles.
Star Details - ID:H43, Title:Notorious, Year:1946, Director:Hitchcock.
Star Details - ID:LlH10, Title:Just Another Girl on the I.R.T., Year:1993, Director:L.Harris.
Star Details - ID:RtB7, Title:The Trial of Joan of Arc, Year:1962, Director:Bresson.
Star Details - ID:JGl10, Title:The Exterminator, Year:1980, Director:Glickenhaus.
Star Details - ID:PS13, Title:The Sin of Harold Diddlebook, Year:1947, Director:P.Sturges.
Star Details - ID:SGB10, Title:Rogue of the Rio Grande, Year:1930, Director:Bennet.
Star Details - ID:AlH27, Title:My Sister Eileen, Year:1942, Director:A.Hall.
Star Details - ID:SE27, Title:Ivan the Terrible, part III, Year:1946, Director:Eisenstein.
Star Details - ID:Z4917, Title:Bundle of Blues, Year:1933, Director:Unknown49.
Star Details - ID:MRm20, Title:The Invader, Year:1996, Director:Rosman.
Star Details - ID:RiF30, Title:The Last Run, Year:1971, Director:R.Fleischer.
Star Details - ID:VF37, Title:Our Daily Bread, Year:1934, Director:V.Fleming.
Star Details - ID:SR40, Title:The Adventures of Goopy and Bagha, Year:1968, Director:S.Ray.
Star Details - ID:LeL38, Title:Daughter of the Storm, Year:1954, Director:Lindtberg.
Star Details - ID:PCz25, Title:As You Like It, Year:1936, Director:Czinner.
Star Details - ID:CDM8, Title:Call of the North, Year:1915, Director:DeMille.
Star Details - ID:IBo20, Title:Excalibur, Year:1981, Director:Boorman.
Star Details - ID:RuB10, Title:The Girl in the Kremlin, Year:1957, Director:Birdwell.
Star Details - ID:SS4, Title:Savage, Year:1972, Director:Spielberg.
Star Details - ID:GCh10, Title:Short Time, Year:1983, Director:Champion.
Star Details - ID:VdS17, Title:Yesterday, Today and Tomorrow, Year:1964, Director:deSica.
Star Details - ID:FT22, Title:L'amour en fuite, Year:1979, Director:Truffaut.
Star Details - ID:WAS112, Title:You Were Never Lovelier, Year:1942, Director:Seiter.
Star Details - ID:BsK16, Title:The Frozen North, Year:1922, Director:B.Keaton.
Star Details - ID:CLa135, Title:The Kettles in the Ozarks, Year:1956, Director:Lamont.
Star Details - ID:VM22, Title:Gigi, Year:1958, Director:Minnelli.
Star Details - ID:TG15, Title:Stand-In, Year:1937, Director:Garnett.
Star Details - ID:ASm10, Title:Little Big League, Year:1994, Director:Scheinman.
Star Details - ID:QTa3, Title:Pulp Fiction, Year:1994, Director:Tarantino.
Star Details - ID:WMc10, Title:Kit Carson, Year:1903, Director:McCutcheon.
Star Details - ID:ECn187, Title:Jiggs and Maggie in Court, Year:1948, Director:Cline.
Star Details - ID:IFa8, Title:Broadway Musketeers, Year:1938, Director:Farrow.
Star Details - ID:MHa10, Title:Kicked in the Head, Year:1997, Director:M.Harrison.
Star Details - ID:JqF4, Title:Un Conseil d'Ami, Year:1917, Director:Feyder.
Star Details - ID:RSt110, Title:Never Again, Year:1956, Director:R.Stevens.
Star Details - ID:LHa10, Title:What's Eating Gilbert Grape, Year:1993, Director:Hallstrom.
Star Details - ID:OsM10, Title:The Exile, Year:1931, Director:Micheaux.
Star Details - ID:TsH10, Title:Peking Opera Blues, Year:1986, Director:Hark.
Star Details - ID:JKa55, Title:Rock Island Trail, Year:1950, Director:Kane.
Star Details - ID:GrC12, Title:The Turn of the Screw, Year:1989, Director:Clifford.
Star Details - ID:AD20, Title:Earth, Year:1930, Director:Dovzhenko.
Star Details - ID:ETG12, Title:The Hands of Orlac, Year:1961, Director:Greville.
Star Details - ID:LB33, Title:The Discreet Charm of the Bourgeousie, Year:1972, Director:Bunuel.
Star Details - ID:BuK10, Title:Support Your Local Sheriff, Year:1969, Director:Kennedy.
Star Details - ID:PM6, Title:An Unmarried Woman, Year:1978, Director:Mazursky.
Star Details - ID:CBl35, Title:Sam Fuller, Year:1982, Director:Blackwood.
Star Details - ID:JPa9, Title:Jailbirds, Year:1931, Director:Parrott.
Star Details - ID:JuJ5, Title:Emanuelle in Bangkok, Year:1978, Director:Jaeckin.
Star Details - ID:Z8910, Title:Meet the Applegates, Year:1989, Director:UnYear89.
Star Details - ID:HLS10, Title:Gog, Year:1954, Director:Strock.
Star Details - ID:RS20, Title:1492: Conquest of Paradise, Year:1989, Director:R.Scott.
Star Details - ID:AbF30, Title:The Blackout, Year:1997, Director:Ferrara.
Star Details - ID:FiC3, Title:Big Hand for a Little Lady, Year:1966, Director:F.Cook.
Star Details - ID:LvK10, Title:The Journalist, Year:1927, Director:Kuleshov.
Star Details - ID:RLT15, Title:Terry Fox Story, Year:1983, Director:R.L.Thomas.
Star Details - ID:LlB40, Title:Wonder Bar, Year:1934, Director:Bacon.
Star Details - ID:IDa19, Title:Rounders, Year:1998, Director:Dahl.
Star Details - ID:UlO12, Title:Ticket of no Return, Year:1979, Director:Ottinger.
Star Details - ID:SL3, Title:That Kind of Woman, Year:1959, Director:Lumet.
Star Details - ID:EL39, Title:Das Weib des Pharao, Year:1922, Director:Lubitsch.
Star Details - ID:KKw10, Title:The Beautician and the Beast, Year:1996, Director:Kwapis.
Star Details - ID:JNm40, Title:Tarzan, The Ape Man, Year:1959, Director:J.Newman.
Star Details - ID:WCl18, Title:The Dead End Kids on Dress Parade, Year:1940, Director:Clemens.
Star Details - ID:GWg25, Title:Shady Lady, Year:1945, Director:Waggner.
Star Details - ID:BdP30, Title:Mission Impossible, Year:1996, Director:B.dePalma.
Star Details - ID:ECa10, Title:The Final Judgement, Year:1915, Director:Carewe.
Star Details - ID:RZL31, Title:Weekend at the Waldorf, Year:1945, Director:Leonard.
Star Details - ID:LRF20, Title:Tropic Zone, Year:1953, Director:L.R.Foster.
Star Details - ID:RDL5, Title:Help!, Year:1965, Director:R.Lester.
Star Details - ID:RMl1, Title:A Man Alone, Year:1955, Director:Milland.
Star Details - ID:AlD10, Title:Catherine, Year:1924, Director:Dieudonne.
Star Details - ID:HLaD55, Title:Murder over New York, Year:1940, Director:Lachman.
Star Details - ID:StF14, Title:The Snapper, Year:1993, Director:Frears.
Star Details - ID:BKi10, Title:Antonia and Jane, Year:1992, Director:Kidron.
Star Details - ID:IB16, Title:The Undying Monster, Year:1942, Director:Brahm.
Star Details - ID:KeA31, Title:Those Magnificent Men in Their Flying Machines, Year:1964, Director:Annakin.
Star Details - ID:MVP20, Title:Sweet Sweetback's Badasssss Song, Year:1971, Director:MlVanPeebles.
Star Details - ID:HWx22, Title:Irene, Year:1940, Director:H.Wilcox.
Star Details - ID:ECn133, Title:The Girls from Everywher, Year:1927, Director:Cline.
Star Details - ID:RMp53, Title:The Lady in the Iron Mask, Year:1953, Director:R.Murphy.
Star Details - ID:PSc41, Title:Affliction, Year:1999, Director:Schrader.
Star Details - ID:MoF6, Title:Desert Blue, Year:1998, Director:Freeman.
Star Details - ID:JNs104, Title:A Man Greatly Beloved, Year:1957, Director:Neilson.
Star Details - ID:AAl20, Title:Betsy's Wedding, Year:1990, Director:Alda.
Star Details - ID:BDn5, Title:The Impassive Footman, Year:1932, Director:Dean.
Star Details - ID:AMa60, Title:Birds Do It, Year:1966, Director:Marton.
Star Details - ID:NT75, Title:Young Tom Edison, Year:1940, Director:Taurog.
Star Details - ID:SHa6, Title:Payroll, Year:1961, Director:Hayers.
Star Details - ID:WHl1, Title:Hard Times, Year:1975, Director:W.Hill.
Star Details - ID:SaP11, Title:The Getaway, Year:1972, Director:Peckinpah.
Star Details - ID:WHa8, Title:The Life of Charles Pierce, Year:1905, Director:Haggar.
Star Details - ID:HB95, Title:Murder in the Private Car, Year:1934, Director:H.Beaumont.
Star Details - ID:IF135, Title:Seven Women, Year:1966, Director:J.Ford.
Star Details - ID:SW19, Title:The Devil and Miss Jones, Year:1941, Director:S.Wood.
Star Details - ID:RSt117, Title:Toby, Year:1956, Director:R.Stevens.
Star Details - ID:RoP15, Title:Frantic, Year:1988, Director:Polanski.
Star Details - ID:NeJ29, Title:The End of the Affair, Year:1999, Director:N.Jordan.
Star Details - ID:DSk35, Title:Sleep My Love, Year:1948, Director:Sirk.
Star Details - ID:xNa10, Title:Killer Instinct, Year:1992, Director:Napier.
Star Details - ID:RFl60, Title:The Beast with Five Fingers, Year:1946, Director:Florey.
Star Details - ID:ToH14, Title:The Funhouse, Year:1981, Director:T.Hooper.
Star Details - ID:SeL3, Title:Le collosse de Rhodes, Year:1961, Director:S.Leone.
Star Details - ID:JkS5, Title:Cleopatra Jones, Year:1973, Director:Starrett.
Star Details - ID:WWn200, Title:The Cool and the Crazy, Year:1958, Director:Witney.
Star Details - ID:DAz5, Title:The Wild Party, Year:1929, Director:Arzner.
Star Details - ID:RcF30, Title:The Terror of Dr.~Hitchcock, Year:1962, Director:Freda.
Star Details - ID:IRo10, Title:Paulie, Year:1998, Director:J.Roberts.
Star Details - ID:DWG71, Title:America, Year:1924, Director:Griffith.
Star Details - ID:WKH60, Title:Johnny Come Lately, Year:1943, Director:W.K.Howard.
Star Details - ID:MiL12, Title:Meantime, Year:1983, Director:Leigh.
Star Details - ID:ThB50, Title:Young Woodley, Year:1930, Director:Bentley.
Star Details - ID:PY37, Title:An Innocent Man, Year:1998, Director:Yates.
Star Details - ID:DaB17, Title:Playmates, Year:1941, Director:D.Butler.
Star Details - ID:IH22, Title:The Unforgiven, Year:1960, Director:J.Huston.
Star Details - ID:BDn7, Title:The Constant Nymph, Year:1933, Director:Dean.
Star Details - ID:JMB2, Title:Glenn and Randa, Year:1971, Director:McBride.
